DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2007-0669-PHL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Bulusan,PHL,Philippines,South-eastern Asia,Asia,"Irosin area (Sorsogon district, Region V (Bicol region) province)",,,No,No,No,,,,12.77,124.05,,2007,7,31,2007,7,31,,,14036,,14036,,,,,,,68.04767383,"[{""adm2_code"":24245,""adm2_name"":""Sorsogon""}]",2008-01-10,2023-09-25
2007-9347-PHL,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,PHL,Philippines,South-eastern Asia,Asia,"La Union, Pangasinan, Ilocos Sur districts (Region I (Ilocos region) province), Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan Valley) province)",,,No,No,No,,,Km2,,,,2007,8,,2007,8,,,,,,,,,,,,,68.04767383,"[{""adm2_code"":24212,""adm2_name"":""Ilocos Sur""},{""adm2_code"":24213,""adm2_name"":""La Union""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24217,""adm2_name"":""Isabela""},{""adm2_code"":24218,""adm2_name"":""Nueva Vizcaya""},{""adm2_code"":24219,""adm2_name"":""Quirino""}]",2007-08-10,2023-09-25
2008-0077-PHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2008-000024,,PHL,Philippines,South-eastern Asia,Asia,"Naujan, Baco areas (Mindoro Oriental district, Region IV province), Albay, Camarines Sur, Camarines Norte, Sorgoson, Catanduanes districts (Region V province), Capiz district (Region VI province), Eastern Samar, Northern Samar, Samar, Leyte districts (Region VIII province), Misamis Oriental, Lanao del Norte districts (Region X province), Sultan Kudarat district (Region XII province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,38,21800,Km2,11.64,125.22,"Samar, Bicol",2008,2,12,2008,3,12,63,37,875306,,875343,,,,,30733,43494,70.66008903,"[{""adm2_code"":24240,""adm2_name"":""Albay""},{""adm2_code"":24241,""adm2_name"":""Camarines Norte""},{""adm2_code"":24242,""adm2_name"":""Camarines Sur""},{""adm2_code"":24243,""adm2_name"":""Catanduanes""},{""adm2_code"":24245,""adm2_name"":""Sorsogon""},{""adm2_code"":24248,""adm2_name"":""Capiz""},{""adm2_code"":24257,""adm2_name"":""Eastern Samar""},{""adm2_code"":24258,""adm2_name"":""Leyte""},{""adm2_code"":24259,""adm2_name"":""Northern Samar""},{""adm2_code"":24261,""adm2_name"":""Samar""},{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24274,""adm2_name"":""Sultan Kudarat""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""}]",2010-02-09,2023-09-25
2008-0155-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000047,"Typhoon ""Neoguri"" (Ambo)",PHL,Philippines,South-eastern Asia,Asia,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,No,No,No,,175,Kph,,,,2008,4,13,2008,4,13,1,,,,,,,,,16000,22644,70.66008903,"[{""adm1_code"":2368,""adm1_name"":""Region XIII (Caraga)""},{""adm1_code"":67156,""adm1_name"":""Autonomous region in Muslim Mindanao (ARMM)""},{""adm1_code"":67159,""adm1_name"":""Region IX (Zamboanga Peninsula)""},{""adm1_code"":67160,""adm1_name"":""Region X (Northern Mindanao)""},{""adm1_code"":67161,""adm1_name"":""Region XI (Davao Region)""},{""adm1_code"":67162,""adm1_name"":""Region XII (Soccsksargen)""}]",2009-01-05,2023-09-25
2008-0193-HTI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Ferry,HTI,Haiti,Latin America and the Caribbean,Americas,Pestel (Near Port-au-Prince),,,No,No,No,,,,,,,2008,5,10,2008,5,10,20,,,,,,,,,,,70.66008903,,2008-05-14,2023-09-25
2008-0197-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000065,Halong (Cosme),PHL,Philippines,South-eastern Asia,Asia,"Pangasinan, La Union districts (Region I (Ilocos region) province), Zambales district (Region III (Central Luzon) province)",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,95,Kph,,,,2008,5,18,2008,5,18,64,33,1496635,,1496668,,,,,99174,140354,70.66008903,"[{""adm2_code"":24213,""adm2_name"":""La Union""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24225,""adm2_name"":""Zambales""}]",2009-03-18,2023-09-25
2008-0242-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000087|USGS:usp000g9h6,,JPN,Japan,Eastern Asia,Asia,"Mizusawasi, Moriokasi districts (Iwate province), Tukidatetyoo, Hurukawasi, Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku districts (Miyagi province), Akita province",,"Slide (land, mud, snow, rock)",No,No,No,,6.9,Moment Magnitude,39.03,140.881,,2008,6,13,2008,6,13,23,448,,,448,,,55000,77837,167000,236343,70.66008903,"[{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm2_code"":34638,""adm2_name"":""Mizusawasi""},{""adm2_code"":34639,""adm2_name"":""Moriokasi""},{""adm2_code"":35135,""adm2_name"":""Hurukawasi""},{""adm2_code"":35176,""adm2_name"":""Sendaisi_Aobaku""},{""adm2_code"":35177,""adm2_name"":""Sendaisi_Daisiroku""},{""adm2_code"":35178,""adm2_name"":""Sendaisi_Izumiku""},{""adm2_code"":35179,""adm2_name"":""Sendaisi_Miyaginoku""},{""adm2_code"":35180,""adm2_name"":""Sendaisi_Wakabayasiku""},{""adm2_code"":35197,""adm2_name"":""Tukidatetyoo""}]",2014-02-24,2023-09-25
2008-0249-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000093,Typhoon Fengshen (Franck),PHL,Philippines,South-eastern Asia,Asia,"Aklan, Antique, Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province), Marinduque, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Masbate district (Region V (Bicol region) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province)",,"Flood|Slide (land, mud, snow, rock)",Yes,No,Yes,4636,170,Kph,13.16,122.6,,2008,6,21,2008,6,23,644,826,4784634,,4785460,,,45000,63685,284694,402906,70.66008903,"[{""adm2_code"":24244,""adm2_name"":""Masbate""},{""adm2_code"":24246,""adm2_name"":""Aklan""},{""adm2_code"":24247,""adm2_name"":""Antique""},{""adm2_code"":24248,""adm2_name"":""Capiz""},{""adm2_code"":24250,""adm2_name"":""Iloilo""},{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24257,""adm2_name"":""Eastern Samar""},{""adm2_code"":24258,""adm2_name"":""Leyte""},{""adm2_code"":24261,""adm2_name"":""Samar""},{""adm2_code"":24271,""adm2_name"":""South Cotabato""},{""adm2_code"":24273,""adm2_name"":""North Cotabato""},{""adm2_code"":24230,""adm2_name"":""Marinduque""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""},{""adm2_code"":24236,""adm2_name"":""Romblon""}]",2010-02-09,2023-09-25
2008-0250-PHL,No,tec-tra-wat-wat,Technological,Transport,Water,Water,GLIDE:AC-2008-000108,Ferry MV Princess of the Stars,PHL,Philippines,South-eastern Asia,Asia,"Claveria (Near Sibuyan Island, Romblon)",,,Yes,No,No,,,,,,,2008,6,21,2008,6,21,815,,51,,51,,,,,,,70.66008903,,2009-05-27,2023-09-25
2008-0251-JPN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Chalutier Suwamaru n°58,JPN,Japan,Eastern Asia,Asia,,Bad weather,,No,No,No,,,,,,,2008,6,23,2008,6,23,17,,3,,3,,,,,,,70.66008903,,2008-06-30,2023-09-25
2008-0275-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000115|USGS:usp000gczp,,JPN,Japan,Eastern Asia,Asia,Hatinohesi district (Aomori province),,"Slide (land, mud, snow, rock)",No,No,No,,6.8,Moment Magnitude,39.802,141.464,,2008,7,23,2008,7,24,1,200,270,,470,,,,,110000,155675,70.66008903,"[{""adm2_code"":33543,""adm2_name"":""Hatinohesi""}]",2009-03-19,2023-09-25
2008-0292-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Fung-Wong"" (Igme)",PHL,Philippines,South-eastern Asia,Asia,"Piddig, Pasuquin areas (Metropolitan Manila district, National Capital region (NCR) province), Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Abra district (Cordillera Administrative region (CAR) province)",,Flood,No,No,No,,,Kph,,,,2008,7,28,2008,7,29,10,2,22079,,22081,,,,,40,57,70.66008903,"[{""adm2_code"":24204,""adm2_name"":""Abra""},{""adm2_code"":24210,""adm2_name"":""Metropolitan Manila""},{""adm2_code"":24211,""adm2_name"":""Ilocos Norte""},{""adm2_code"":24212,""adm2_name"":""Ilocos Sur""}]",2009-01-13,2023-09-25
2008-0293-JPN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2008-000120,,JPN,Japan,Eastern Asia,Asia,"Koobesi_Higasinadaku, Koobesi_Hyoogoku, Koobesi_Kitaku, Koobesi_Nadaku, Koobesi_Nagataku, Koobesi_Nisiku, Koobesi_Sumaku, Koobesi_Tarumiku, Koobesi_Tyuuooku districts (Hyoogo province), Kanazawasi district (Isikawa province)",Torrential rain,,No,No,No,,52420,Km2,35.88,136.38,Togagawa river,2008,7,28,2008,7,29,5,3,50000,,50003,,,,,,,70.66008903,"[{""adm2_code"":34424,""adm2_name"":""Koobesi_Higasinadaku""},{""adm2_code"":34425,""adm2_name"":""Koobesi_Hyoogoku""},{""adm2_code"":34426,""adm2_name"":""Koobesi_Kitaku""},{""adm2_code"":34427,""adm2_name"":""Koobesi_Nadaku""},{""adm2_code"":34428,""adm2_name"":""Koobesi_Nagataku""},{""adm2_code"":34429,""adm2_name"":""Koobesi_Nisiku""},{""adm2_code"":34430,""adm2_name"":""Koobesi_Sumaku""},{""adm2_code"":34431,""adm2_name"":""Koobesi_Tarumiku""},{""adm2_code"":34432,""adm2_name"":""Koobesi_Tyuuooku""},{""adm2_code"":34570,""adm2_name"":""Kanazawasi""}]",2009-01-12,2024-10-25
2008-0310-HTI,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,HTI,Haiti,Latin America and the Caribbean,Americas,Cavaillon,,,No,No,No,,,,,,,2008,7,27,2008,7,27,32,50,,,50,,,,,,,70.66008903,,2008-08-12,2023-09-25
2008-0329-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2008-000128,"Tropical storm ""Kammuri"" (Julian)",PHL,Philippines,South-eastern Asia,Asia,"Quezon city (Metropolitan Manila district, National Capital region (NCR) province), Cordillera Administrative region (CAR), Region I (Ilocos region), Region III (Central Luzon) provinces",,Flood,No,No,No,,,Kph,,,,2008,8,4,2008,8,4,2,,4498,,4498,,,,,,,70.66008903,"[{""adm1_code"":2354,""adm1_name"":""Cordillera Administrative region (CAR)""},{""adm1_code"":2356,""adm1_name"":""Region I (Ilocos region)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""},{""adm2_code"":24210,""adm2_name"":""Metropolitan Manila""}]",2009-01-13,2023-09-25
2008-0338-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Fay""",HTI,Haiti,Latin America and the Caribbean,Americas,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",,Transport accident,No,No,No,,,Kph,,,,2008,8,18,2008,8,18,10,,190,30,220,,,,,,,70.66008903,"[{""adm1_code"":1409,""adm1_name"":""Artibonite""},{""adm1_code"":1410,""adm1_name"":""Centre""},{""adm1_code"":1412,""adm1_name"":""Nord""},{""adm1_code"":1413,""adm1_name"":""Nord Est""},{""adm1_code"":1414,""adm1_name"":""Nord Ouest""},{""adm1_code"":1415,""adm1_name"":""Ouest""},{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":1417,""adm1_name"":""Sud Est""},{""adm1_code"":72911,""adm1_name"":""Grande Anse""},{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2008-08-20,2023-09-25
2008-0347-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Bansalan area (Davao del Sur district, Region XI province)",,,No,No,No,,,Km2,,,,2008,6,6,2008,6,6,1,,1000,,1000,,,,,,,70.66008903,"[{""adm2_code"":24268,""adm2_name"":""Davao Del Sur""}]",2008-08-21,2023-09-25
2008-0352-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000143,"Hurricane ""Gustav""",HTI,Haiti,Latin America and the Caribbean,Americas,"Sud Est, Sud, Nippes, Ouest, Grande Anse, Artibonite, Centre provinces",,Flood,No,No,No,,,Kph,,,,2008,8,26,2008,8,26,85,36,72970,,73006,,,,,,,70.66008903,"[{""adm1_code"":1409,""adm1_name"":""Artibonite""},{""adm1_code"":1410,""adm1_name"":""Centre""},{""adm1_code"":1415,""adm1_name"":""Ouest""},{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":1417,""adm1_name"":""Sud Est""},{""adm1_code"":72911,""adm1_name"":""Grande Anse""},{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2008-09-16,2023-09-25
2008-0369-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Nuri"" (Karen)",PHL,Philippines,South-eastern Asia,Asia,"Region I (Ilocos region), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",,,No,No,No,,150,Kph,,,,2008,8,22,2008,8,22,38,13,429450,,429463,,,,,33870,47934,70.66008903,"[{""adm1_code"":2354,""adm1_name"":""Cordillera Administrative region (CAR)""},{""adm1_code"":2356,""adm1_name"":""Region I (Ilocos region)""},{""adm1_code"":2357,""adm1_name"":""Region II (Cagayan Valley)""}]",2009-01-11,2023-09-25
2008-0378-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Hanna',HTI,Haiti,Latin America and the Caribbean,Americas,"Gonaives, Saint-Marc, Gros Morne districts (Artibonite province), Port-au-Prince district (Ouest province), Sud, Nord, Sud Est, Nippes provinces",,Flood,No,No,Yes,128898,,Kph,,,,2008,9,2,2008,9,3,529,,48000,,48000,,,,,,,70.66008903,"[{""adm1_code"":1412,""adm1_name"":""Nord""},{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":1417,""adm1_name"":""Sud Est""},{""adm1_code"":72912,""adm1_name"":""Nippes""},{""adm2_code"":17167,""adm2_name"":""Gros Morne""},{""adm2_code"":17168,""adm2_name"":""Gonaives""},{""adm2_code"":17170,""adm2_name"":""Saint-Marc""},{""adm2_code"":17198,""adm2_name"":""Port-Au-Prince""}]",2008-09-12,2023-09-25
2008-0384-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Ike,HTI,Haiti,Latin America and the Caribbean,Americas,Gonaives district (Artibonite province),,Flood,No,No,No,,,Kph,18.46,-71.69,,2008,9,6,2008,9,8,74,50,125000,,125050,,,,,,,70.66008903,"[{""adm2_code"":17168,""adm2_name"":""Gonaives""}]",2008-09-11,2023-09-25
2008-0393-PHL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PHL,Philippines,South-eastern Asia,Asia,"Maco city (Compostela district, Region XI (Davao Region) province)",Heavy rains,,No,No,Yes,,,,,,,2008,9,6,2008,9,6,24,28,5000,,5028,,,,,,,70.66008903,"[{""adm2_code"":24266,""adm2_name"":""Compostela""}]",2009-01-13,2023-09-25
2008-0426-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FF-2008-000173,"Typhoon ""Hagupit"" (Nina)",PHL,Philippines,South-eastern Asia,Asia,"Itogon area (Benguet district, Cordillera Administrative region (CAR) province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2008,9,22,2008,9,22,37,17,41630,4485,46132,,,,,7420,10501,70.66008903,"[{""adm2_code"":24206,""adm2_name"":""Benguet""}]",2008-10-02,2023-09-25
2008-0438-JPN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Video shop,JPN,Japan,Eastern Asia,Asia,Osaka,,,No,No,No,,,,,,,2008,9,30,2008,10,1,15,10,,,10,,,,,,,70.66008903,,2008-10-01,2023-09-25
2008-0505-PHL,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Ferry ""Don Dexter Kathleen""",PHL,Philippines,South-eastern Asia,Asia,Near Masbate Island,,,No,No,No,,,,,,,2008,11,4,2008,11,4,42,,74,,74,,,,,,,70.66008903,,2008-11-04,2023-09-25
2008-0509-HTI,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,School,HTI,Haiti,Latin America and the Caribbean,Americas,Port-au-Prince,,,No,No,No,,,,,,,2008,11,7,2008,11,7,93,150,,,150,,,,,,,70.66008903,,2008-11-13,2023-09-25
2008-0540-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Maysak"" (Quinta-Sony)",PHL,Philippines,South-eastern Asia,Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,Flood,No,No,No,,,Kph,,,,2008,11,6,2008,11,11,19,14,300,160,474,,,,,,,70.66008903,"[{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""},{""adm1_code"":2362,""adm1_name"":""Region VI (Western Visayas)""},{""adm1_code"":2363,""adm1_name"":""Region VII (Central Visayas)""},{""adm1_code"":2364,""adm1_name"":""Region VIII (Eastern Visayas)""},{""adm1_code"":67167,""adm1_name"":""Region IV (Southern Tagalog)""}]",2009-01-14,2023-09-25
2008-0545-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2008-000233,,PHL,Philippines,South-eastern Asia,Asia,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao areas (Cagayan district, Region II province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto. Thomas areas (Isabela district, Region II province), Casiguran, Dinalungan, Dilasag areas (Aurora district, Region III province), Rizal, Lubuagan areas (Kalinga district, CAR province)",Heavy rain (Tail-end of a cold front),,No,No,No,,21770,Km2,17.95,147.03,,2008,11,21,2008,11,24,10,,239763,,239763,,,,,4088,5785,70.66008903,"[{""adm2_code"":24208,""adm2_name"":""Kalinga""},{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24217,""adm2_name"":""Isabela""},{""adm2_code"":24226,""adm2_name"":""Aurora""}]",2008-12-23,2023-09-25
2008-0566-PHL,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Ferry ""Maejan""",PHL,Philippines,South-eastern Asia,Asia,Near Ballesteros,,,No,No,No,,,,,,,2008,12,15,2008,12,15,56,,46,,46,,,,,,,70.66008903,,2008-12-15,2023-09-25
2008-0571-PHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PHL,Philippines,South-eastern Asia,Asia,"Region II (Cagayan Valley), Region V (Bicol region), Region XIII (Caraga), Region XI (Davao Region), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog) provinces",Heavy rains,,No,No,No,,24110,Km2,17.2,121.8,,2008,12,1,2008,12,4,29,,,50000,50000,,,,,,,70.66008903,"[{""adm1_code"":2357,""adm1_name"":""Region II (Cagayan Valley)""},{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""},{""adm1_code"":2368,""adm1_name"":""Region XIII (Caraga)""},{""adm1_code"":67161,""adm1_name"":""Region XI (Davao Region)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""},{""adm1_code"":67166,""adm1_name"":""Region IV-A (Calabarzon)""},{""adm1_code"":67167,""adm1_name"":""Region IV (Southern Tagalog)""}]",2008-12-16,2023-09-25
2008-0608-PHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PHL,Philippines,South-eastern Asia,Asia,"Nueva Ecija, Tarlac, Pampanga, Bulacan districts (Region III province)",Tropical Depression Julian,,No,No,No,,,Km2,,,,2008,8,8,2008,8,8,,,39530,,39530,,,,,,,70.66008903,"[{""adm2_code"":24221,""adm2_name"":""Bulacan""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24223,""adm2_name"":""Pampanga""},{""adm2_code"":24224,""adm2_name"":""Tarlac""}]",2009-01-11,2023-09-25
2008-0609-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"TYphoon ""Rammasun"" (Butchoy)",PHL,Philippines,South-eastern Asia,Asia,"Lambayong, Esperanza areas (Sultan Kudarat district, Region XII (Soccsksargen) province)",,Flood,No,No,Yes,,,Kph,,,,2008,5,13,2008,5,13,1,40,8350,,8390,,,,,280,396,70.66008903,"[{""adm2_code"":24274,""adm2_name"":""Sultan Kudarat""}]",2009-01-11,2023-09-25
2008-0610-PHL,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Slum,PHL,Philippines,South-eastern Asia,Asia,Malabon city,,,No,No,No,,,,,,,2008,5,7,2008,5,7,1,3,,5000,5003,,,,,,,70.66008903,,2009-01-11,2023-09-25
2008-0611-PHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PHL,Philippines,South-eastern Asia,Asia,"Asucion area (Davao del Norte district, Region XI province), Initao, Gitagum areas (Misamis Oriental district, Region X province)",,,No,No,No,,,Km2,,,,2008,1,18,2008,1,18,,,29184,,29184,,,,,446,631,70.66008903,"[{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24267,""adm2_name"":""Davao del Norte""}]",2009-01-11,2023-09-25
2008-0620-PHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PHL,Philippines,South-eastern Asia,Asia,"Manay area (Davao Oriental district, Region XI province), Braulio E. Dujali area (Davao del Norte district, Region XI province)",Heavy rains,,No,No,No,,,Km2,,,,2008,6,17,2008,6,17,7,1,2390,,2391,,,,,173,245,70.66008903,"[{""adm2_code"":24267,""adm2_name"":""Davao del Norte""},{""adm2_code"":24269,""adm2_name"":""Davao Oriental""}]",2009-01-13,2023-09-25
2008-0621-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Helen""",PHL,Philippines,South-eastern Asia,Asia,"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud areas (Ilocos Norte district, Region I (Ilocos region) province), Luna area (La Union district, Region I (Ilocos region) province), Santa Terisita area (Cagayan district, Region II (Cagayan Valley) province)",,Flood,No,No,No,,,Kph,,,,2008,7,18,2008,7,18,2,1,31129,,31130,,,,,147,208,70.66008903,"[{""adm2_code"":24211,""adm2_name"":""Ilocos Norte""},{""adm2_code"":24213,""adm2_name"":""La Union""},{""adm2_code"":24216,""adm2_name"":""Cagayan""}]",2009-01-13,2023-09-25
2008-0622-PHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PHL,Philippines,South-eastern Asia,Asia,"Pigcawayan, Midsayap, Pikit areas (North Cotabato district, Region XII province), Sultan Kudarat, Mother Kabuntalan, Northern Kabuntalan, Datu Odin Sinsuat areas (Shariff Kabunsuan district, ARMM province), Sultan Sabarongis, Rajah Buauan, Mamasapano, Datu Piang, Datu Anggal Midtimbang, Datu Saudi Ampatuan areas (Maguindanao district, ARMM province)",,,No,No,No,,,Km2,,,,2008,9,4,2008,9,13,6,3,365675,,365678,,,,,4137,5855,70.66008903,"[{""adm2_code"":67174,""adm2_name"":""Maguindanao""},{""adm2_code"":67175,""adm2_name"":""Shariff Kabunsuan""},{""adm2_code"":24273,""adm2_name"":""North Cotabato""}]",2009-01-13,2023-09-25
2008-0623-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"TRopical storm ""Higos"" (Pablo)",PHL,Philippines,South-eastern Asia,Asia,"Nueva Ecija, Pampanga districts (Region III (Central Luzon) province)",,,No,No,No,,,Kph,,,,2008,9,29,2008,9,29,1,,27683,,27683,,,,,,,70.66008903,"[{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24223,""adm2_name"":""Pampanga""}]",2009-01-13,2023-09-25
