DisNo.,Year,ISO,Country,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1982-0036-JPN,1982,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Hokkaido, Urakawa, Hiroo",,Tsunami/Tidal wave,No,No,No,,6.7,Moment Magnitude,42.158,142.361,,1982,3.0,21.0,1982,3.0,21.0,110.0,100.0,1000.0,,1100.0,,,,,1000.0,3158.0,31.67031875,,2004-01-16,2023-09-25
1982-0086-JPN,1982,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,Nagasaki,,,No,No,No,,,Km2,,,,1982,7.0,23.0,1982,7.0,23.0,345.0,347.0,27000.0,,27347.0,,,,,32000.0,101041.0,31.67031875,,2003-07-01,2023-09-25
1982-0090-JPN,1982,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bess,Eastern Asia,Asia,Honshu,,,No,No,No,,,Kph,,,,1982,8.0,2.0,1982,8.0,2.0,80.0,150.0,3000.0,,3150.0,,,,,137000.0,432582.0,31.67031875,,2003-07-01,2023-09-25
1982-0092-JPN,1982,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ellis,Eastern Asia,Asia,Kyushu,,,No,No,No,,,Kph,,,,1982,8.0,25.0,1982,8.0,25.0,12.0,,,5000.0,5000.0,,,,,18000.0,56836.0,31.67031875,,2003-07-01,2023-09-25
1982-0099-JPN,1982,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Judy,Eastern Asia,Asia,Central,,,No,No,No,,,Kph,,,,1982,9.0,2.0,1982,9.0,2.0,26.0,102.0,,,102.0,,,,,57000.0,179979.0,31.67031875,,2003-07-01,2023-09-25
1982-0365-JPN,1982,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,Nagasaki,,,No,No,No,,,Kph,,,,1982,7.0,3.0,1982,7.0,3.0,100.0,,,140000.0,140000.0,,,,,,,31.67031875,,2003-07-01,2023-09-25
1983-0081-JPN,1983,JPN,Japan,Yes,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,,Eastern Asia,Asia,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",,Tsunami/Tidal wave,No,No,No,,7.7,Moment Magnitude,40.462,139.102,,1983,5.0,26.0,1983,5.0,26.0,102.0,77.0,,,77.0,,,,,416000.0,1272650.0,32.68770482,,2011-04-27,2023-09-25
1983-0098-JPN,1983,JPN,Japan,Yes,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,Eastern Asia,Asia,Western Honshu,,,No,No,No,,,,,,,1983,7.0,24.0,1983,7.0,24.0,117.0,88.0,25000.0,,25088.0,,,,,,,32.68770482,,2003-07-01,2023-09-25
1983-0123-JPN,1983,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Forest,Eastern Asia,Asia,Western Japan,,,No,No,No,,,Kph,,,,1983,9.0,28.0,1983,9.0,28.0,44.0,78.0,,,78.0,,,,,,,32.68770482,,2003-07-01,2023-09-25
1983-0130-JPN,1983,JPN,Japan,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Oyama,Eastern Asia,Asia,Miyake-Jima Island,,,No,No,No,,,,,,,1983,10.0,3.0,1983,10.0,3.0,,,4500.0,1100.0,5600.0,,,,,,,32.68770482,,2003-07-01,2023-09-25
1983-0437-JPN,1983,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Near South coast Honshu,,"Slide (land, mud, snow, rock)",No,No,No,,5.3,Moment Magnitude,35.5,139.07,,1983,8.0,8.0,1983,8.0,8.0,1.0,28.0,,,28.0,,,,,,,32.68770482,,2004-01-13,2023-09-25
1983-0525-JPN,1983,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,,,,No,No,No,,,,,,,1983,,,1983,,,70.0,,,,,,,,,,,32.68770482,,2003-07-01,2023-09-25
1983-0536-JPN,1983,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,Cold wave,No,No,No,,,Kph,,,,1983,12.0,,1984,1.0,,131.0,,,,,,,,,,,32.68770482,,2006-01-16,2023-09-25
1984-0084-JPN,1984,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Honshu, Nagano prefecture (Honshu)",,"Slide (land, mud, snow, rock)",No,No,No,,6.9,Moment Magnitude,36.39,138.1,,1984,9.0,14.0,1984,9.0,14.0,20.0,,,,,,,,,43000.0,126124.0,34.09345589,,2004-01-13,2023-09-25
1984-0335-JPN,1984,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Kyushu (Shikoku Island),,Tsunami/Tidal wave,No,No,No,,7.2,Moment Magnitude,32.5,130.42,,1984,8.0,6.0,1984,8.0,6.0,,9.0,,,9.0,,,,,,,34.09345589,,2003-12-22,2023-09-25
1984-0410-JPN,1984,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,,,,No,No,No,,,,,,,1984,,,1984,,,14.0,,,,,,,,,,,34.09345589,,2003-07-01,2023-09-25
1985-0079-JPN,1985,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Irma,Eastern Asia,Asia,Central,,,No,No,No,,,Kph,,,,1985,6.0,15.0,1985,7.0,1.0,19.0,,30000.0,,30000.0,,,,,,,35.30228249,,2010-07-30,2023-09-25
1985-0098-JPN,1985,JPN,Japan,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Boeing 747,Eastern Asia,Asia,Near Fujioka (Between Tokyo and Osaka),,,No,No,No,,,,,,,1985,8.0,13.0,1985,8.0,13.0,520.0,,,,,,,,,,,35.30228249,,2003-07-01,2023-09-25
1985-0375-JPN,1985,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Pat,Eastern Asia,Asia,"Kyushu, Hokkaiso Isl.",,,No,No,No,,,Kph,,,,1985,9.0,1.0,1985,9.0,1.0,30.0,200.0,,,200.0,,,,,99500.0,281851.0,35.30228249,,2003-07-01,2023-09-25
1986-0048-JPN,1986,JPN,Japan,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1986,4.0,,1986,4.0,,,294.0,,,294.0,,,,,,,35.97234376,,2003-07-01,2023-09-25
1986-0097-JPN,1986,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Sarah,Eastern Asia,Asia,"Northern, Central",,,No,No,No,,,Kph,,,,1986,8.0,4.0,1986,8.0,4.0,17.0,64.0,2000.0,,2064.0,,,102200.0,284107.0,2200000.0,6115809.0,35.97234376,,2008-04-04,2023-09-25
1986-0135-JPN,1986,JPN,Japan,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Mihara,Eastern Asia,Asia,Oshima Island,,,No,No,No,,,,,,,1986,11.0,21.0,1986,11.0,21.0,,,13000.0,,13000.0,,,,,,,35.97234376,,2003-07-01,2023-09-25
1986-0293-JPN,1986,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,,,,No,No,No,,,,,,,1986,7.0,10.0,1986,7.0,10.0,20.0,,,,,,,,,,,35.97234376,,2003-07-01,2023-09-25
1986-0301-JPN,1986,JPN,Japan,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hotel,Eastern Asia,Asia,Atagawa,,,No,No,No,,,,,,,1986,2.0,10.0,1986,2.0,10.0,24.0,,,,,,,,,,,35.97234376,,2003-07-01,2023-09-25
1986-0391-JPN,1986,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1986,,,1986,,,14.0,,162000.0,,162000.0,,,,,,,35.97234376,,2003-07-01,2023-09-25
1986-0395-JPN,1986,JPN,Japan,Yes,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,Eastern Asia,Asia,Maseguchi,,,No,No,No,,,,,,,1986,1.0,26.0,1986,1.0,26.0,13.0,,,,,,,,,,,35.97234376,,2003-07-01,2023-09-25
1987-0193-JPN,1987,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kelly,Eastern Asia,Asia,"Shikoku, Honshu",,,No,No,No,,,Kph,,,,1987,10.0,16.0,1987,10.0,16.0,8.0,10.0,65000.0,,65010.0,,,,,,,37.29056939,,2003-07-01,2023-09-25
1987-0229-JPN,1987,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Chiba prefecture (Near Tokyo),,,No,No,No,,6.0,Moment Magnitude,35.38,140.214,,1987,12.0,17.0,1987,12.0,17.0,2.0,53.0,22599.0,,22652.0,,,,,,,37.29056939,,2003-12-19,2023-09-25
1988-0132-JPN,1988,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Captain Trader""",Eastern Asia,Asia,Shiogama,,,No,No,No,,,,,,,1988,3.0,22.0,1988,3.0,22.0,21.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0325-JPN,1988,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Sub-marine ""Nadashio"" and boat ""Fuji Maru n°1""",Eastern Asia,Asia,Yokosuka,,,No,No,No,,,,,,,1988,7.0,23.0,1988,7.0,23.0,30.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0696-JPN,1988,JPN,Japan,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1988,7.0,9.0,1988,7.0,9.0,27.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1989-0161-JPN,1989,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,Tokyo,,,No,No,No,,,Kph,,,,1989,8.0,,1989,8.0,,15.0,,,,,,,,,,,40.68459958,,2003-07-01,2023-09-25
1989-0306-JPN,1989,JPN,Japan,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Ch-46 Helicopte,Eastern Asia,Asia,Coast of Okinawa Isl.,,,No,No,No,,,,,,,1989,5.0,30.0,1989,5.0,30.0,14.0,,,,,,,,,,,40.68459958,,2003-07-01,2023-09-25
1989-0457-JPN,1989,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Sarah,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1989,9.0,10.0,1989,9.0,10.0,,,,,,,,,,,,40.68459958,,2003-07-01,2023-09-25
1989-0485-JPN,1989,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Petrolier ""Maasgusar",Eastern Asia,Asia,South Tokyo,,,No,No,No,,,,,,,1989,3.0,14.0,1989,3.0,14.0,23.0,,,,,,,,,,,40.68459958,,2003-07-01,2023-09-25
1989-0569-JPN,1989,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1989,,,1989,,,10.0,,,,,,,,,,,40.68459958,,2003-07-01,2023-09-25
1989-0583-JPN,1989,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,,,,No,No,No,,,,,,,1989,,,1989,,,18.0,,,,,,,,,,,40.68459958,,2003-07-01,2023-09-25
1990-0155-JPN,1990,JPN,Japan,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,Eastern Asia,Asia,"Mobara, Chiba",,,No,No,No,,,Kph,,,,1990,12.0,12.0,1990,12.0,12.0,,78.0,87700.0,,87778.0,,,,,13000.0,30317.0,42.88073219,,2003-07-01,2023-09-25
1990-0407-JPN,1990,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Flo,Eastern Asia,Asia,Honshu,,,No,No,No,,,Kph,,,,1990,9.0,17.0,1990,9.0,20.0,40.0,,60000.0,,60000.0,,,269900.0,629420.0,4000000.0,9328199.0,42.88073219,,2006-07-19,2023-09-25
1990-0572-JPN,1990,JPN,Japan,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,Kyushu,,,No,No,No,,,Km2,,,,1990,6.0,25.0,1990,7.0,4.0,27.0,81.0,,507.0,588.0,,,36200.0,84420.0,1700000.0,3964485.0,42.88073219,,2005-12-16,2023-09-25
1991-0018-JPN,1991,JPN,Japan,Yes,tec-ind-rad-rad,Technological,Industrial accident,Radiation,Radiation,,Radioactiv gaz,Eastern Asia,Asia,"Mihama, Kashiwazaki",,,No,No,No,,0.134,m3,,,,1991,2.0,13.0,1991,2.0,13.0,,,,,,,,,,,,44.69672184,,2003-07-01,2023-09-25
1991-0073-JPN,1991,JPN,Japan,Yes,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Monorail,Eastern Asia,Asia,,,,No,No,No,,,,,,,1991,3.0,14.0,1991,3.0,14.0,14.0,9.0,,,9.0,,,,,,,44.69672184,,2003-07-01,2023-09-25
1991-0228-JPN,1991,JPN,Japan,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Unzen,Eastern Asia,Asia,Kyushu Island,,,No,No,No,,,,32.75,130.3,,1991,6.0,3.0,1991,6.0,8.0,43.0,20.0,10000.0,,10020.0,,,,,10000.0,22373.0,44.69672184,,2005-12-16,2023-09-25
1991-0244-JPN,1991,JPN,Japan,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,Eastern Asia,Asia,Shigaraki (Near Kyoto),,,No,No,No,,,,,,,1991,5.0,14.0,1991,5.0,14.0,42.0,400.0,,,400.0,,,,,,,44.69672184,,2003-07-01,2023-09-25
1991-0266-JPN,1991,JPN,Japan,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,Eastern Asia,Asia,Fukuchiama,,,No,No,No,,,,,,,1991,6.0,25.0,1991,6.0,25.0,,300.0,,,300.0,,,,,,,44.69672184,,2003-07-01,2023-09-25
1991-0384-JPN,1991,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gladys,Eastern Asia,Asia,Kyushu Isl.,,,No,No,No,,100.0,Kph,,,,1991,8.0,20.0,1991,8.0,20.0,11.0,,,,,,,3000.0,6712.0,5000.0,11187.0,44.69672184,,2003-07-01,2023-09-25
1991-0526-JPN,1991,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Caitlin,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1991,7.0,26.0,1991,7.0,26.0,,,,,,,,,,81500.0,182340.0,44.69672184,,2003-07-01,2023-09-25
1991-0536-JPN,1991,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kinna,Eastern Asia,Asia,"Nago Bay, Okinawa",,,No,No,No,,,Kph,,,,1991,9.0,14.0,1991,9.0,14.0,6.0,,,,,,,272000.0,608546.0,,,44.69672184,,2003-07-01,2023-09-25
1991-0537-JPN,1991,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Luke,Eastern Asia,Asia,Chiba prefecture,,,No,No,No,,,Kph,,,,1991,9.0,19.0,1991,9.0,19.0,18.0,,,,,,,54000.0,120814.0,,,44.69672184,,2003-07-01,2023-09-25
1991-0539-JPN,1991,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Mireille (n°19),Eastern Asia,Asia,"Hiroshima, Kure districts (Kyushu Isl.)",,,No,No,No,,,Kph,,,,1991,9.0,27.0,1991,9.0,27.0,66.0,777.0,90000.0,351.0,91128.0,,,5400000.0,12081423.0,10000000.0,22373005.0,44.69672184,,2005-01-27,2023-09-25
1991-0611-JPN,1991,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Idobaruna Ii""",Eastern Asia,Asia,South of Shizuoka,,,No,No,No,,,,,,,1991,2.0,16.0,1991,2.0,16.0,23.0,,,,,,,,,,,44.69672184,,2003-07-01,2023-09-25
1992-0103-JPN,1992,JPN,Japan,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Unzen ,Eastern Asia,Asia,Shimabara (Kyushu Isl.),,,No,No,No,,,,32.75,130.3,,1992,4.0,17.0,1992,4.0,17.0,,,40000.0,,40000.0,,,,,,,46.05050371,,2005-06-03,2023-09-25
1992-0174-JPN,1992,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,"Kanagawa, Chiba, Saitama prefectures (Tokyo)",,,No,No,No,,100.0,Kph,,,,1992,1.0,31.0,1992,1.0,31.0,,348.0,,,348.0,,,7800.0,16938.0,,,46.05050371,,2006-01-03,2023-09-25
1992-0252-JPN,1992,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Kanto area (Tokyo),,,No,No,No,,5.9,Moment Magnitude,35.106,139.644,,1992,2.0,2.0,1992,2.0,2.0,,32.0,,,32.0,,,,,,,46.05050371,,2004-03-26,2023-09-25
1992-0314-JPN,1992,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Yancy,Eastern Asia,Asia,Kyushu Isl.,,,No,No,No,,180.0,Kph,,,,1992,9.0,3.0,1992,9.0,3.0,11.0,86.0,,,86.0,,,,,,,46.05050371,,2003-07-01,2023-09-25
1992-0405-JPN,1992,JPN,Japan,Yes,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Petrol rafinery,Eastern Asia,Asia,Sodegaura,,,No,No,No,,,m3,,,,1992,10.0,16.0,1992,10.0,16.0,9.0,8.0,,,8.0,,,,,160500.0,348530.0,46.05050371,,2003-07-01,2023-09-25
1992-0444-JPN,1992,JPN,Japan,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,Eastern Asia,Asia,Tokyo,,,No,No,No,,,,,,,1992,6.0,2.0,1992,6.0,2.0,1.0,150.0,,,150.0,,,,,,,46.05050371,,2003-07-01,2023-09-25
1993-0044-JPN,1993,JPN,Japan,Yes,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,Tsunami,Eastern Asia,Asia,Okushiri Island (Hokkaido),,Fire|Tsunami/Tidal wave,No,No,No,,7.8,Moment Magnitude,42.851,139.197,,1993,7.0,12.0,1993,7.0,12.0,239.0,233.0,5502.0,1620.0,7355.0,,,16000.0,33748.0,1000000.0,2109271.0,47.40975397,,2011-04-27,2023-09-25
1993-0079-JPN,1993,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Yancy,Eastern Asia,Asia,Okinawa and neigbouring isl.,,,No,No,No,,180.0,Kph,,,,1993,9.0,5.0,1993,9.0,5.0,48.0,208.0,30255.0,,30463.0,,,896000.0,1889906.0,1300000.0,2742052.0,47.40975397,,2007-08-17,2023-09-25
1993-0097-JPN,1993,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Near Kushiro (Hokkaido),,"Slide (land, mud, snow, rock)",No,No,No,,7.5,Moment Magnitude,43.3,143.691,,1993,1.0,15.0,1993,1.0,15.0,2.0,722.0,9800.0,,10522.0,,,,,358000.0,755119.0,47.40975397,,2004-03-26,2023-09-25
1993-0149-JPN,1993,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,Shimabara (Nagasaki prefecture),,,No,No,No,,,Km2,,,,1993,4.0,29.0,1993,4.0,29.0,,,4800.0,,4800.0,,,,,,,47.40975397,,2003-07-01,2023-09-25
1993-0175-JPN,1993,JPN,Japan,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Unzen,Eastern Asia,Asia,Nagasaki,,,No,No,No,,,,32.75,130.3,,1993,6.0,23.0,1993,6.0,23.0,1.0,,4930.0,,4930.0,,,,,,,47.40975397,,2005-06-03,2023-09-25
1993-0185-JPN,1993,JPN,Japan,Yes,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,Eastern Asia,Asia,Kagoshima City,,,No,No,No,,,,,,,1993,7.0,7.0,1993,7.0,7.0,27.0,35.0,,,35.0,,,,,,,47.40975397,,2003-07-01,2023-09-25
1993-0192-JPN,1993,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,Kagoshina,,,No,No,No,,,,,,,1993,8.0,6.0,1993,8.0,6.0,56.0,35.0,,,35.0,,,,,210000.0,442947.0,47.40975397,,2003-07-01,2023-09-25
1993-0289-JPN,1993,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Xian Ren""",Eastern Asia,Asia,Tokushima,,,No,No,No,,,,,,,1993,3.0,24.0,1993,3.0,24.0,29.0,,,,,,,,,,,47.40975397,,2003-07-01,2023-09-25
1993-0473-JPN,1993,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Robyn,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1993,8.0,8.0,1993,8.0,10.0,47.0,,,,,,,225000.0,474586.0,450000.0,949172.0,47.40975397,,2008-04-07,2023-09-25
1993-0577-JPN,1993,JPN,Japan,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,Eastern Asia,Asia,Mountainous areas,,,No,No,No,,,Kph,,,,1993,5.0,5.0,1993,5.0,5.0,18.0,,,,,,,,,,,47.40975397,,2003-07-01,2023-09-25
1994-0111-JPN,1994,JPN,Japan,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Airbus A 300-600,Eastern Asia,Asia,Nagoya,,,No,No,No,,,,,,,1994,4.0,26.0,1994,4.0,26.0,264.0,7.0,,,7.0,,,,,,,48.6459381,,2003-07-01,2023-09-25
1994-0198-JPN,1994,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Fred (9416),Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1994,8.0,21.0,1994,8.0,24.0,,,,,,,,,,6000.0,12334.0,48.6459381,,2007-05-06,2023-09-25
1994-0302-JPN,1994,JPN,Japan,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,Eastern Asia,Asia,Tokyo,,,No,No,No,,,Kph,,,,1994,2.0,12.0,1994,2.0,12.0,,120.0,,,120.0,,,,,,,48.6459381,,2003-07-01,2023-09-25
1994-0316-JPN,1994,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Hachinohe (North-East Honshu),,,No,No,No,,7.5,Moment Magnitude,40.5,143.4,,1994,12.0,28.0,1994,12.0,28.0,2.0,285.0,,,285.0,,,,,170400.0,350286.0,48.6459381,,2004-10-25,2023-09-25
1994-0343-JPN,1994,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,East coast of Hokaido Isl.,,Tsunami/Tidal wave,No,No,No,,7.9,Moment Magnitude,45.1,147.51,,1994,10.0,4.0,1994,10.0,4.0,5.0,1500.0,,,1500.0,,,11700.0,24051.0,,,48.6459381,,2004-10-25,2023-09-25
1994-0787-JPN,1994,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Orchid,Eastern Asia,Asia,Osaka,,,No,No,No,,,Kph,,,,1994,9.0,29.0,1994,9.0,30.0,3.0,7.0,,,7.0,,,199100.0,409284.0,,,48.6459381,,2006-07-13,2023-09-25
1995-0016-JPN,1995,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Kobe, Osaka, Hyigo, Kyoto prefecture",,Fire,No,No,No,13557.0,7.2,Moment Magnitude,34.58,135.0,,1995,1.0,17.0,1995,1.0,17.0,5297.0,34492.0,255843.0,251301.0,541636.0,,,3000000.0,5998721.0,100000000.0,199957382.0,50.01065676,,2011-04-27,2023-09-25
1995-0081-JPN,1995,JPN,Japan,Yes,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Gas (Sarin),Eastern Asia,Asia,Tokyo,,,No,No,No,,,,,,,1995,3.0,1.0,1995,3.0,1.0,12.0,,5000.0,,5000.0,,,,,,,50.01065676,,2003-07-01,2023-09-25
1995-0146-JPN,1995,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,"Niigata, Toyama and neighbouring Nagano Prefecture (central and western Japan)",,,No,No,No,,,Km2,,,,1995,7.0,,1995,7.0,,,,12000.0,,12000.0,,,,,74300.0,148568.0,50.01065676,,2003-07-01,2023-09-25
1995-0421-JPN,1995,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Freighter ""Tamayoshi n°12"" and MV Aiko Maru""",Eastern Asia,Asia,,,,No,No,No,,,,,,,1995,5.0,26.0,1995,5.0,26.0,1.0,,,,,,,,,16500.0,32993.0,50.01065676,,2003-07-01,2023-09-25
1995-0449-JPN,1995,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Niigata (Eastern Honshu),,,No,No,No,,5.3,Moment Magnitude,37.925,139.186,,1995,4.0,1.0,1995,4.0,1.0,,39.0,1512.0,,1551.0,,,,,,,50.01065676,,2004-03-25,2023-09-25
1995-0465-JPN,1995,JPN,Japan,Yes,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Gas,Eastern Asia,Asia,,,,No,No,No,,,,,,,1995,4.0,19.0,1995,4.0,19.0,,440.0,,,440.0,,,,,,,50.01065676,,2003-07-01,2023-09-25
